global_step_index,activity,step_index,variation,variation_index,headline,paragraph
1716,Make Boneless Buffalo Wings,1,none,2,Cut off the thin tips of the wings and discard or throw into the freezer for your stock.,"Using kitchen shears, or a knife, separate the wings at the joint."
1718,Make Boneless Buffalo Wings,3,none,4,Remove the wings from the basket and carefully pat dry on a stack of paper towels.,
1720,Make Boneless Buffalo Wings,5,none,6,Lay the wings out on a cooling rack.,"Lay fresh, dry paper towels on a half sheet pan and place in the refrigerator for 1 hour."
1721,Make Boneless Buffalo Wings,6,none,7,Preheat the oven to 425 °F (218 °C).,
1722,Make Boneless Buffalo Wings,7,none,8,Replace the paper towels with parchment paper.,Roast on the middle rack of the oven for 20 minutes. Turn the wings over and cook another 20 minutes or until meat is cooked through and the skin is golden brown.
1723,Make Boneless Buffalo Wings,8,none,9,"While the chicken is roasting, melt the butter in a small bowl.","Mix the butter, garlic, hot sauce and salt into a bowl large enough to hold all of the chicken and stir to combine."
1724,Make Boneless Buffalo Wings,9,none,10,When the wings are done add straight to the bowl and toss with the sauce.,Serve warm.
1725,Make Spotted Dick,0,none,1,Mix the dry ingredients.,"Combine the flour, baking powder, bread-crumbs butter, brown sugar sultanas/currents and the orange zest in a bowl and mix well.;"
1726,Make Spotted Dick,1,none,2,Add the butter.,Blend the butter into the dry mixture until until the mixture's consistency is similar to that of 'wet sand'.
1727,Make Spotted Dick,2,none,3,Add the milk.,"Slowly add the milk to the butter mixture, stopping every little while to mix. Continue to add milk until the 'wet sand' texture turns into a 'wet dough'."
1728,Make Spotted Dick,3,none,4,Prepare to steam.,"Lay out a sheet of wax paper, and place the dough on it. Form the dough into a log shape. Now roll the log along the paper's edge, then unroll it. Now roll it again, but this time more loosely so it has space to expand while cooking. Finally, secure both ends with string."
1729,Make Spotted Dick,4,none,5,Cook the spotted dick.,Place the spotted dick in a boiling steamer. Cook on medium to high heat for an hour.
1730,Make Spotted Dick,5,none,6,Serve.,Remove the Spotted Dick from the steamer and tear away the wax paper. Cut it into appropriate slices and serve with vanilla custard.
1731,Make 'Rosca De Pascua,0,none,1,Prepare the yeast mixture.,"In a bowl, mix the milk, yeast and sugar, and allow it to leaven. It will be ready when its size has doubled.;"
1732,Make 'Rosca De Pascua,1,none,2,Prepare the dough.,"In a large bowl, mix the flour and salt. Make an empty space in the middle of the flour and start incorporating the rest of the dough's ingredients one by one, mixing them in with your fingers as you add them.   Mix in the eggs, vanilla extract, and lemon zest. Pour in the milk while, constantly mixing. Last, add the yeast mixture and the sugar."
1733,Make 'Rosca De Pascua,2,none,3,Make the dough.,"Make sure that all of the ingredients are well mixed. Now, add the butter, cut into small cubes so that it will be easier to integrate into the dough.   Place the dough on a clean surface and knead it until it becomes smooth. Its consistency should be somewhat ""sticky."""
1734,Make 'Rosca De Pascua,3,none,4,Let the dough rise.,Put the dough in a container and cover it with plastic wrap. Allow it to rise for two hours and make sure that it is far away from any heat sources.
1735,Make 'Rosca De Pascua,4,none,5,Assemble the Easter bread ring.,"The last thing that you should do to get the dough ready for cooking is to remove excess gasses. Take the previously risen dough and apply slight pressure with the palm of your hand until it becomes smaller.   Knead and stretch the dough a bit. Use your elbow to make a pit in the middle of the dough; then, use your hands to finish making the ring shape. Place the ring on a baking sheet and flatten it out. Allow it to rise for at least 20 minutes. Decorate it with pastry cream."
1736,Make 'Rosca De Pascua,5,none,6,Cook the ring.,Pre-heat your oven to 350 °F (177 °C). Place the ring in the oven and cook it for approximately 30 minutes.
1737,Make 'Rosca De Pascua,6,none,7,Serve.,"When it turns golden brown, remove the ring from the oven and dust it with powdered sugar. Wait for it to cool before serving."
1738,Make 'Rosca De Pascua,7,none,8,Prepare the mixture.,"In a small pot, mix the flour, egg yolks, sugar, cornstarch, vanilla extract, and eggs. Whisk until all ingredients are well mixed."
1739,Make 'Rosca De Pascua,8,none,9,Whisk in the milk.,Pour in the milk while whisking the rest of the mixture. Continue doing this until you have a uniform mixture.
1740,Make 'Rosca De Pascua,9,none,10,Cook the pastry cream.,"Place the pot over low heat, constantly whisking the mixture. The pastry cream will be ready when it becomes thick and smooth."
1741,Make Deer Meat Chili,0,none,1,"Combine the meat, onion, bell pepper and vinegar in a large pan.","Cook until the meat is brown, while stirring to make it crumble. Drain off the drippings.;"
1742,Make Deer Meat Chili,1,none,2,Add all other ingredients.,Cook until it boils.
1743,Make Deer Meat Chili,2,none,3,Reduce the heat and let it simmer.,Uncovered and while stirring occasionally. Let it simmer for 30 minutes or until you think it's thick enough.
1744,Make Deer Meat Chili,3,none,4,Serve warm.,
1745,Make Roasted Red Pepper Soup,0,none,1,Roast the peppers directly on the grill or in the broiler turning the peppers often until the skins are blistered and charred.,"Remove from grill or broiler and place in a paper bag. Close the bag tightly and allow the peppers to steam for about 10 minutes. Open the bag and remove the peppers, slip skins off carefully; halve the peppers and cut out the core, seeds, and white membranes.;"
1746,Make Roasted Red Pepper Soup,1,none,2,"Heat the oil in a deep pot or skillet; add onions, garlic, and herbs.",
1747,Make Roasted Red Pepper Soup,2,none,3,"Sauté until onions are soft, about 5 minutes.",
1748,Make Roasted Red Pepper Soup,3,none,4,Add wine and cook down quickly to 1 Tablespoon.,
1749,Make Roasted Red Pepper Soup,4,none,5,"Add potato, peppers, stock, thyme, and red pepper flakes.","Season to taste with salt and pepper. Cover and simmer about 30 minutes, until potatoes and peppers are tender."
1750,Make Roasted Red Pepper Soup,5,none,6,"In a blender or with an immersion blender, puree mixture until smooth.",Adjust seasonings to taste.
1751,Make Roasted Red Pepper Soup,6,none,7,"To serve warm, serve immediately and garnish with your choice of toppings.",
1752,Make Roasted Red Pepper Soup,7,none,8,"To serve chilled, cool the soup, then cover and chill in the refrigerator for at least 30 minutes or as long as 2 days.",
1753,Make a Scottish Haggis,0,none,1,"If you're going to use the stomach or sausage casing, rinse it thoroughly and soak it overnight in cold salted water.",
1755,Make a Scottish Haggis,2,none,3,"In a large pot of boiling, salted water, cook these parts over medium heat for 2 hours.",
1756,Make a Scottish Haggis,3,none,4,Remove from the hot water and drain well.,Mince into a fine chop or grind.
1758,Make a Scottish Haggis,5,none,6,"Separate the suet from the sinew and finely chop the fat, discarding the sinew.",
1760,Make a Scottish Haggis,7,none,8,"In a large bowl, combine the minced liver, heart, tongue, suet, onions, and toasted oats.","Season with salt, pepper, and dried herbs. Moisten with some of the cooking water so the mixture binds."
1764,Make a Scottish Haggis,11,none,12,Grind the mixture using a hand grinder or electric mixer attachment.,
1767,Make a Scottish Haggis,14,none,15,Add the ground mixture to the dry ingredients and combine thoroughly with your hands.,Add enough of the reserved stock to bind the mixture together. It should feel like a wet meatball but still be able to hold its shape when squeezed into a ball.
1769,Make Dulce De Toronjas,0,none,1,"Peel the grapefruits, removing the yellow part only.",;
1770,Make Dulce De Toronjas,1,none,2,Cut each one into six vertical slices.,
1771,Make Dulce De Toronjas,2,none,3,Remove the pulp.,It can be used for juice.
1772,Make Dulce De Toronjas,3,none,4,Put the pieces of shell in a deep pot and cover with water.,
1773,Make Dulce De Toronjas,4,none,5,Boil for 5 minutes and discard the water.,
1775,Make Dulce De Toronjas,6,none,7,"Add cold water again, but pat the slices dry one by one.",Put them aside.
1776,Make Dulce De Toronjas,7,none,8,"Make the syrup with the remaining ingredients, letting it boil for about 10 minutes.",
1777,Make Dulce De Toronjas,8,none,9,"Strain syrup, and add shell slices to it.",
1778,Make Dulce De Toronjas,9,none,10,Boil for about 20 more minutes at a low temperature.,
1780,Make Dulce De Toronjas,11,none,12,Finished.,
1781,Make Rabbit Fricassee,0,none,1,Divide the rabbit into 8 pieces.,"(You can ask your butcher to do this for you).   If you're concerned about the rabbit's tenderness, marinate the rabbit for one night in the pot first, and when you cook the rabbit, make sure that the heat isn't that high; this way the rabbit will definitely become softer and tastier.      ;"
1782,Make Rabbit Fricassee,1,none,2,"Season all the pieces of rabbit with salt and pepper, then lightly cover them in flour.",
1783,Make Rabbit Fricassee,2,none,3,Start heating the oil and the butter in the pan and then add the rabbit.,Lightly cook over a moderate heat until golden brown.
1784,Make Rabbit Fricassee,3,none,4,"When light brown, remove the rabbit from the pan and leave to one side.",
1785,Make Rabbit Fricassee,4,none,5,"Brown the bacon, then add the mushrooms, the shallots, the diced celery and the diced carrot and cook until slightly brown.",
1786,Make Rabbit Fricassee,5,none,6,Pour in the white wine and reduce it down to about half.,
1787,Make Rabbit Fricassee,6,none,7,"Once the wine has reduced, put the rabbit back into the pot.",
